claim_id;Event_type;Period_EvCl;Period_StEv;Policy_agent_cat;Owner_type;FLAG_Owner_bl;Insurer_type;FLAG_Insurer_bl;Policy_KBM;Policy_KS;Policy_KT;Policy_KVS;FLAG_Policy_KO;FLAG_Policy_KP;FLAG_Policy_KPR;FLAG_Policy_type;VEH_age;VEH_aim_use;VEH_capacity_type;VEH_model;VEH_type_name;FLAG_bad_region;FLAG_dsago;FLAG_prolong;Owner_region;Sales_channel;Policy_loss_count;Damage_count;bad;Claim_type;FLAG_trial
4933/PVU/00273/17;ПВУ СП;8;119;0,12020658523346;Физическое Лицо;0;Физическое Лицо;0;0,9;1;2;1;0;1;0;1;9;Личные;6;CITROEN C-CROSSER;Легковой;1;0;0;Республика Татарстан (Татарстан);Агенты и РБ;0;1;1;0;1
0790/PVU/01073/17;ПВУ СП;29;95;0,044309471473483;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,9;1;0;1;0;0;9;Личные;4;CITROEN C4;Легковой;0;0;0;Ярославская область;Автодилеры;0;1;0;0;0
8492/PVU/01044/17;ПВУ СП;24;88;0,10419306336369;Физическое Лицо;0;Физическое Лицо;0;1;1;1;1;0;1;0;1;10;Личные;6;TOYOTA CAMRY;Легковой;1;0;0;Республика Башкортостан;Агенты и РБ;0;1;1;0;0
W992/133/00191/17;Классика;14;72;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1;1;0;1;0;0;5;Личные;4;LIFAN 214813;Легковой;0;0;0;Карачаево-Черкесская Республика;Прочие;1;1;0;0;1
8023/PVU/00496/17;ПВУ СП;2;87;0,031025197355871;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1;1,6;0;1;0;0;10;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;1;0;0;Ростовская область;Агенты и РБ;0;1;0;0;0
Z691/133/00472/17;Классика;32;59;0,10732236070973;Юридическое Лицо;0;ПБОЮЛ;0;1;1;1,8;1;1;1;0;0;1;Личные;4;RENAULT KAPTUR;Легковой;1;0;0;Ростовская область;Лизинг;0;2;0;1;0
3792/PVU/00416/17;ПВУ СП;3;68;0,063602607279573;Физическое Лицо;1;Физическое Лицо;1;0,8;1;1,4;1;0;1;0;1;4;Личные;4;NISSAN NOTE;Легковой;0;0;1;Астраханская область;Фронт-офис;0;1;0;0;0
7806/133/00913/17;Классика;7;69;0,098229601563861;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,8;1;0;1;0;0;14;Личные;6;MERCEDES-BENZ ML 270;Легковой;0;0;0;Город Санкт-Петербург;Агенты и РБ;0;2;0;0;0
9592/PVU/00555/17;ПВУ СП;10;61;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;0,6;1;0;1;0;0;7;Личные;3;ВАЗ 2172;Легковой;0;0;0;Республика Дагестан;Прочие;0;1;0;0;0
R692/133/00107/17;Классика;5;92;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1;1;1;0;0;21;Личные;3;ВАЗ 21074;Легковой;0;0;0;Кабардино-Балкарская Республика;Прочие;0;1;0;0;0
W492/PVU/00128/17;ПВУ СП;1;67;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;1,3;1;0;1;0;0;9;Личные;4;HYUNDAI ACCENT;Легковой;0;0;0;Республика Адыгея;Прочие;0;1;0;0;0
8034/133/00307/17;Классика;2;55;0,062253517442363;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1,7;0;1;0;0;8;Личные;3;KIA RIO;Легковой;1;0;0;Ростовская область;Фронт-офис;0;2;0;0;0
3792/PVU/00398/17;ПВУ СП;9;46;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;1,4;1;0;1;0;0;9;Личные;3;HYUNDAI GETZ;Легковой;0;0;0;Астраханская область;Прочие;0;1;0;2;0
3692/PVU/00780/17;ПВУ СП;1;54;0,038635941306408;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,8;1;0;1;0;0;3;Личные;5;HYUNDAI SOLARIS;Легковой;1;0;1;Краснодарский край;Фронт-офис;0;1;0;0;0
4192/PVU/00330/17;ПВУ СП;15;37;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,3;1;0;1;0;0;11;Личные;6;TOYOTA RAV4;Легковой;1;0;0;Волгоградская область;Прочие;0;1;0;1;0
Z692/133/12912/17;Классика;18;22;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1,7;1;0;1;0;0;5;Личные;5;KIA RIO;Легковой;0;0;1;Московская область;Прочие;0;1;1;2;1
8892/PVU/00312/17;ПВУ СП;6;41;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,7;1;0,8;1;0;1;0;0;4;Личные;6;MERCEDES-BENZ C 180;Легковой;0;0;0;Липецкая область;Прочие;0;1;0;0;0
R692/133/00108/17;Классика;22;24;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1;1;1;0;0;5;Личные;3;LADA KALINA;Легковой;0;0;0;Кабардино-Балкарская Республика;Прочие;0;1;0;0;0
R292/PVU/00011/17;ПВУ СП;14;31;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;1,3;1;1;1;0;0;10;Личные;6;LEXUS GS;Легковой;0;0;0;Республика Бурятия;Прочие;0;1;0;1;0
4932/133/00845/17;Классика;13;39;0,14849303317994;Физическое Лицо;0;Физическое Лицо;0;1;1;1,1;1;1;1;0;0;12;Личные;3;ВАЗ 2114;Легковой;1;0;0;Республика Татарстан (Татарстан);Агенты и РБ;0;1;0;0;0
8192/133/00656/17;Классика;5;38;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,9;1;2,1;1;0;1;0;1;22;Личные;3;ГАЗ 33021;Легковой;1;0;0;Челябинская область;Прочие;0;2;1;0;0
W992/PVU/00172/17;ПВУ СП;8;35;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;1;1;0;1;0;0;12;Личные;6;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Карачаево-Черкесская Республика;Прочие;0;1;1;0;0
8034/PVU/00304/17;ПВУ СП;7;36;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,8;1;1,3;1;0;1;0;1;0;Личные;3;RENAULT LOGAN;Легковой;1;0;0;Ростовская область;Прочие;0;1;0;0;0
5641/PVU/00906/17;ПВУ СП;5;61;0,060544046365135;Физическое Лицо;0;Физическое Лицо;0;1;1;1,7;1;0;1;0;1;10;Личные;6;MERCEDES-BENZ C 230;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;0
4933/PVU/00265/17;ПВУ СП;6;36;0,10205424683361;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1,7;0;1;0;1;2;Личные;5;HYUNDAI i40;Легковой;1;0;0;Республика Татарстан (Татарстан);Агенты и РБ;0;1;0;0;0
6592/PVU/01112/17;ПВУ СП;4;41;0,10385212531247;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,6;1;0;1;0;0;10;Личные;6;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Самарская область;Агенты и РБ;0;1;0;0;0
Z092/133/00231/17;Классика;1;37;0,042191802820212;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1,3;1;0;1;0;0;17;Личные;5;VOLKSWAGEN SHARAN;Легковой;0;0;1;Ленинградская область;Агенты и РБ;0;2;0;0;0
6592/PVU/01095/17;ПВУ СП;2;46;0,13279858585623;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1;0;1;0;1;11;Личные;6;TOYOTA CAMRY;Легковой;0;0;0;Самарская область;Агенты и РБ;0;1;0;0;0
7192/PVU/00482/17;ПВУ СП;7;27;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,7;1;0;1;0;0;16;Личные;2;SKODA FABIA;Легковой;1;0;0;Ставропольский край;Прочие;0;1;0;0;0
8492/PVU/01045/17;ПВУ СП;11;31;0,19582771351226;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;0;1;0;0;5;Личные;6;NISSAN TEANA;Легковой;1;0;0;Республика Башкортостан;Агенты и РБ;0;1;0;0;0
0790/133/06473/17;Классика;19;28;0,044309471473483;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,9;1;1;1;0;0;22;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;1;Ярославская область;Автодилеры;0;1;0;0;0
4192/PVU/00335/17;ПВУ СП;6;9;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,65;1;1,3;1;0;1;0;0;7;Личные;5;BMW 118;Легковой;1;0;0;Волгоградская область;Прочие;0;1;0;0;0
3792/PVU/00415/17;ПВУ СП;3;21;0,063602607279573;Физическое Лицо;0;Физическое Лицо;0;1;1;0,8;1;0;1;0;1;16;Личные;3;ВАЗ 2109;Легковой;0;0;0;Астраханская область;Фронт-офис;0;1;0;0;0
7514/PVU/00396/17;ПВУ СП;1;20;0,083022474458588;Физическое Лицо;0;Физическое Лицо;0;0,85;1;2;1;0;1;0;0;3;Личные;4;VOLKSWAGEN POLO;Легковой;0;0;1;Ханты-Мансийский автономный округ - Югра;Фронт-офис;0;1;0;0;0
6092/PVU/00146/17;ПВУ СП;13;7;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,4;1;0;1;0;0;8;Личные;2;DAEWOO MATIZ;Легковой;0;0;1;Пензенская область;Прочие;0;1;0;0;0
W392/PVU/00122/17;ПВУ СП;1;16;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,3;1;0;1;0;0;15;Личные;3;ВАЗ 21074;Легковой;0;0;0;Республика Калмыкия;Прочие;0;1;0;2;0
R692/PVU/00133/17;ПВУ СП;2;13;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,7;1;1;1;0;0;14;Личные;3;ВАЗ 21093;Легковой;0;0;0;Кабардино-Балкарская Республика;Прочие;0;1;0;0;0
4192/PVU/00320/17;ПВУ СП;5;11;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,3;1;0;1;0;0;5;Личные;4;SKODA OCTAVIA;Легковой;1;0;0;Волгоградская область;Прочие;0;1;0;0;0
3692/133/01629/17;Классика;8;6;0,038635941306408;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1;1;0;1;0;0;2;Личные;4;VOLKSWAGEN POLO;Легковой;1;0;1;Краснодарский край;Фронт-офис;0;1;0;0;0
8692/PVU/00255/17;ПВУ СП;3;7;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1,9;1;0;1;0;0;6;Личные;4;VOLKSWAGEN POLO SEDAN;Легковой;0;0;0;Кемеровская область;Прочие;0;1;0;0;0
8192/PVU/00302/17;ПВУ СП;3;17;0,13076179895459;Физическое Лицо;0;Физическое Лицо;0;1;1;1;1;1;1;0;0;19;Личные;5;NISSAN AVENIR;Легковой;1;0;0;Челябинская область;Агенты и РБ;0;1;1;1;0
2141/PVU/01529/17;ПВУ СП;9;1;0,06557601917932;Физическое Лицо;0;Физическое Лицо;0;1;1;1;1;1;0;0;0;18;Личные;6;MERCEDES-BENZ S 500;Легковой;0;0;0;Москва;Фронт-офис;0;1;0;0;0
6792/PVU/00574/17;ПВУ СП;8;7;0,058631883568571;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,6;1;0;1;0;0;5;Личные;4;NISSAN QASHQAI;Легковой;1;0;1;Саратовская область;Фронт-офис;0;1;0;0;0
7592/PVU/00017/17;ПВУ СП;350;204;0,086836967922509;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;0;1;0;0;1;Личные;4;FORD FOCUS;Легковой;0;0;0;Тюменская область;Агенты и РБ;0;1;0;0;0
3792/PVU/00008/17;ПВУ СП;30;355;0,041623721489946;Физическое Лицо;0;Физическое Лицо;0;1,4;1;1,4;1;0;1;0;0;13;Личные;3;ВАЗ 21103;Легковой;0;0;0;Астраханская область;Агенты и РБ;0;1;0;0;0
4392/133/00098/17;Классика;15;364;0,10882579093113;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,8;1;0;1;0;1;7;Личные;6;AUDI A6;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;0
3691/PVU/00001/17;ПВУ СП;2;363;0,046290045506567;Юридическое Лицо;0;Юридическое Лицо;0;1;1;1,3;1;1;1;0;0;1;Прочие;5;KIA RIO;Легковой;1;0;0;Краснодарский край;Собственные продажи;0;1;0;0;0
3991/133/00001/17;Классика;157;169;0;Юридическое Лицо;0;Юридическое Лицо;0;0,55;1;0,7;1;1;1;0;0;31;Личные;7;КАМАЗ 4311;Грузовой менее 16;0;0;0;Приморский край;Собственные продажи;0;1;0;0;0
4392/PVU/00070/17;ПВУ СП;306;6;0,072320678732599;Физическое Лицо;0;Физическое Лицо;0;0,8;1;1,8;1;0;1;0;1;4;Личные;6;VOLKSWAGEN TOUAREG;Легковой;0;0;1;Свердловская область;Фронт-офис;0;1;0;2;1
4392/PVU/00059/17;ПВУ СП;4;321;0,052245084378286;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;0;1;0;0;0;Личные;6;TOYOTA CAMRY;Легковой;0;0;0;Свердловская область;Автодилеры;0;1;0;0;0
8891/PVU/00001/17;ПВУ СП;56;258;0,027241972334069;Юридическое Лицо;0;Юридическое Лицо;0;1;1;0,8;1;1;1;0;0;1;Личные;5;NISSAN X-TRAIL;Легковой;0;0;0;Липецкая область;ДКК;0;1;0;0;0
8292/133/00030/17;Классика;5;296;;Физическое Лицо;0;Физическое Лицо;0;1;1;0,9;1;0;1;0;0;31;Личные;7;ДРУГОЕ ТС ДРУГОЕ ТС ГРУЗОВОЙ;Грузовой более 16;0;0;0;Сахалинская область;Агенты и РБ;1;1;0;0;0
4392/133/00053/17;Классика;10;288;0,068373085759956;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;0;1;0;0;16;Личные;3;DAEWOO NEXIA;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;0
4192/PVU/00002/17;ПВУ СП;49;245;0,060663096320184;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,3;1;0;1;0;0;4;Личные;6;AUDI A6;Легковой;1;0;1;Волгоградская область;Фронт-офис;0;1;1;0;0
5807/133/00002/17;Классика;159;132;;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,6;1;0;1;0;0;8;Личные;5;TOYOTA COROLLA;Легковой;0;0;1;Омская область;Агенты и РБ;0;1;0;0;0
0804/133/00036/17;Классика;16;263;0,094301424164315;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,7;1;1;1;0;0;2;Личные;6;MERCEDES-BENZ E 200;Легковой;0;0;0;Московская область;Агенты и РБ;0;1;0;0;0
6592/PVU/00027/17;ПВУ СП;19;239;0,071083324648469;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,6;1;0;1;0;1;2;Личные;3;KIA CEED;Легковой;0;0;0;Самарская область;Фронт-офис;0;1;0;0;0
4392/PVU/00058/17;ПВУ СП;1;257;0,13293408583529;Физическое Лицо;0;Физическое Лицо;0;0,55;1;1,8;1;0;1;0;0;4;Личные;6;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;0
7492/133/00041/17;Классика;22;207;0,065942232277051;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1,5;1;0;1;0;1;9;Личные;7;ДРУГОЕ ТС ДРУГОЕ ТС ГРУЗОВОЙ;Грузовой менее 16;0;0;1;Тульская область;Фронт-офис;0;1;0;0;0
0345/PVU/00006/17;ПВУ СП;59;127;0,10732236070973;Юридическое Лицо;0;ПБОЮЛ;0;1;1;2;1;1;1;0;0;2;Личные;6;BMW 520;Легковой;1;0;1;Республика Татарстан (Татарстан);Лизинг;0;1;0;0;0
4392/PVU/00046/17;ПВУ СП;5;168;0,060499115885734;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1,8;1;0;1;0;0;3;Личные;5;HYUNDAI ix35;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;1
6992/PVU/00007/17;ПВУ СП;40;124;0,066223039194702;Физическое Лицо;0;Физическое Лицо;0;1;0,7;1,2;1;0;1;0;0;22;Личные;5;BMW 525;Легковой;0;0;0;Смоленская область;Агенты и РБ;1;1;0;0;0
4392/133/00059/17;Классика;11;140;0,072320678732599;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,8;1;0;1;0;0;10;Личные;6;LEXUS GS;Легковой;0;0;1;Свердловская область;Фронт-офис;0;1;0;0;1
4392/PVU/00081/17;ПВУ СП;13;131;0,10818642068814;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;0;1;0;0;12;Личные;6;LAND ROVER RANGE ROVER;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;0
3692/PVU/00022/17;ПВУ СП;26;125;0,024282841576242;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,1;1;0;1;0;1;12;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
